id_fuente,id_tipo_evento,fecha_hora,usuario_origen,direccion_ip,severidad,resultado,descripcion
1,4,2026-09-09 09:05:12,desconocido,172.16.58.84,CRITICA,FALLIDO,Actividad potencialmente comprometida. Registro masivo VIGIA #18.
1,1,2026-09-05 16:02:19,sistema,10.0.231.236,BAJA,EXITOSO,Autenticación bloqueada por política de seguridad. Registro masivo VIGIA #19.
1,1,2026-08-26 15:57:58,admin,172.16.51.63,CRITICA,FALLIDO,Usuario autenticado correctamente. Registro masivo VIGIA #20.
1,4,2026-09-04 09:49:59,desconocido,10.0.244.38,ALTA,EXITOSO,Evento crítico detectado en sistema monitoreado. Registro masivo VIGIA #21.
1,1,2026-08-28 20:26:20,desconocido,192.168.163.133,BAJA,FALLIDO,Inicio de sesión exitoso. Registro masivo VIGIA #22.
1,2,2026-09-05 08:38:46,desconocido,10.0.163.162,MEDIA,BLOQUEADO,Actividad de red registrada para análisis. Registro masivo VIGIA #23.
1,4,2026-08-21 10:23:03,servicio_web,172.16.160.230,ALTA,BLOQUEADO,Actividad potencialmente comprometida. Registro masivo VIGIA #24.
1,3,2026-08-20 21:20:42,desconocido,192.168.185.51,MEDIA,FALLIDO,Acceso bloqueado por política de seguridad. Registro masivo VIGIA #25.
1,1,2026-08-28 22:51:06,usuario02,172.16.29.46,ALTA,FALLIDO,Intento reiterado de inicio de sesión. Registro masivo VIGIA #26.
1,2,2026-08-23 10:41:49,usuario01,10.0.183.138,MEDIA,FALLIDO,Conexión de red registrada por el sistema. Registro masivo VIGIA #27.
1,1,2026-08-15 15:44:55,desconocido,172.16.249.168,ALTA,EXITOSO,Usuario autenticado correctamente. Registro masivo VIGIA #28.
1,4,2026-09-09 10:23:33,sistema,172.16.169.116,CRITICA,EXITOSO,Actividad potencialmente comprometida. Registro masivo VIGIA #29.
1,1,2026-08-20 12:27:01,sistema,10.0.158.229,ALTA,FALLIDO,Autenticación bloqueada por política de seguridad. Registro masivo VIGIA #30.
1,1,2026-08-29 11:19:53,analista01,172.16.33.102,ALTA,FALLIDO,Usuario autenticado correctamente. Registro masivo VIGIA #31.
1,3,2026-08-22 12:15:09,usuario03,10.0.59.42,ALTA,EXITOSO,Acceso bloqueado por política de seguridad. Registro masivo VIGIA #32.
1,3,2026-08-22 02:18:04,analista01,172.16.61.115,ALTA,EXITOSO,Acceso bloqueado por política de seguridad. Registro masivo VIGIA #33.
1,4,2026-08-21 22:20:44,usuario03,172.16.63.98,ALTA,BLOQUEADO,Comportamiento crítico detectado durante el monitoreo. Registro masivo VIGIA #34.
1,1,2026-08-15 02:02:56,usuario01,192.168.180.136,BAJA,FALLIDO,Usuario autenticado correctamente. Registro masivo VIGIA #35.
1,4,2026-08-18 18:49:13,servicio_web,192.168.217.213,CRITICA,FALLIDO,Intento de acceso no autorizado detectado. Registro masivo VIGIA #36.
1,2,2026-08-25 23:22:25,analista01,10.0.198.228,MEDIA,EXITOSO,Actividad de red registrada para análisis. Registro masivo VIGIA #37.
1,2,2026-09-01 13:08:31,sistema,192.168.252.203,MEDIA,EXITOSO,Comunicación detectada entre dispositivos monitoreados. Registro masivo VIGIA #38.
1,3,2026-08-31 22:31:06,admin,192.168.105.40,CRITICA,BLOQUEADO,Acceso autorizado a recurso del sistema. Registro masivo VIGIA #39.
1,4,2026-08-23 10:08:52,analista01,172.16.215.7,MEDIA,BLOQUEADO,Evento de seguridad que requiere atención prioritaria. Registro masivo VIGIA #40.
1,3,2026-09-07 17:14:51,servicio_web,172.16.105.23,MEDIA,BLOQUEADO,Acceso realizado fuera del horario habitual. Registro masivo VIGIA #41.
1,2,2026-08-21 01:04:42,sistema,172.16.245.224,BAJA,BLOQUEADO,Conexión de red registrada por el sistema. Registro masivo VIGIA #42.
1,2,2026-08-28 07:59:08,usuario01,10.0.97.87,MEDIA,BLOQUEADO,Actividad de red registrada para análisis. Registro masivo VIGIA #43.
1,4,2026-09-01 10:15:59,usuario01,10.0.23.146,ALTA,FALLIDO,Evento crítico detectado en sistema monitoreado. Registro masivo VIGIA #44.
1,4,2026-09-04 13:54:03,analista01,10.0.151.36,CRITICA,FALLIDO,Evento de seguridad que requiere atención prioritaria. Registro masivo VIGIA #45.
1,4,2026-09-03 22:21:13,admin,172.16.108.103,ALTA,EXITOSO,Comportamiento crítico detectado durante el monitoreo. Registro masivo VIGIA #46.
1,1,2026-09-02 12:48:32,desconocido,10.0.139.153,MEDIA,EXITOSO,Múltiples intentos de autenticación registrados. Registro masivo VIGIA #47.
1,3,2026-08-31 11:28:53,usuario03,172.16.4.49,MEDIA,BLOQUEADO,Acceso autorizado a recurso del sistema. Registro masivo VIGIA #48.
1,3,2026-09-07 01:13:57,desconocido,10.0.3.189,MEDIA,FALLIDO,Intento de acceso a recurso restringido. Registro masivo VIGIA #49.
1,3,2026-08-28 01:17:25,usuario03,10.0.58.190,BAJA,BLOQUEADO,Actividad administrativa registrada. Registro masivo VIGIA #50.
1,2,2026-08-25 20:20:37,usuario01,172.16.180.238,MEDIA,EXITOSO,Actividad detectada desde una dirección IP no habitual. Registro masivo VIGIA #51.
1,3,2026-08-29 18:46:51,admin,172.16.177.172,MEDIA,FALLIDO,Acceso autorizado a recurso del sistema. Registro masivo VIGIA #52.
1,3,2026-09-02 04:10:58,usuario03,192.168.101.233,ALTA,EXITOSO,Actividad detectada en horario no habitual. Registro masivo VIGIA #53.
1,1,2026-08-21 23:26:15,usuario02,10.0.29.114,BAJA,BLOQUEADO,Intento de acceso con credenciales incorrectas. Registro masivo VIGIA #54.
1,4,2026-08-30 00:01:26,usuario02,10.0.41.107,CRITICA,FALLIDO,Evento de seguridad que requiere atención prioritaria. Registro masivo VIGIA #55.
1,1,2026-08-20 17:11:33,analista01,172.16.150.121,MEDIA,EXITOSO,Usuario autenticado correctamente. Registro masivo VIGIA #56.
1,4,2026-09-06 23:55:07,admin,192.168.228.252,ALTA,FALLIDO,Comportamiento crítico detectado durante el monitoreo. Registro masivo VIGIA #57.
1,3,2026-08-15 10:49:43,admin,192.168.88.50,BAJA,FALLIDO,Acceso bloqueado por política de seguridad. Registro masivo VIGIA #58.
1,2,2026-09-03 19:21:31,admin,192.168.60.203,MEDIA,BLOQUEADO,Actividad inusual registrada desde una dirección IP. Registro masivo VIGIA #59.
1,1,2026-09-11 11:34:20,servicio_web,10.0.43.76,BAJA,FALLIDO,Usuario autenticado correctamente. Registro masivo VIGIA #60.
1,3,2026-08-14 19:24:38,usuario02,192.168.35.196,MEDIA,BLOQUEADO,Actividad administrativa registrada. Registro masivo VIGIA #61.
1,3,2026-09-09 19:57:13,usuario01,172.16.138.211,BAJA,FALLIDO,Usuario accede a recurso protegido. Registro masivo VIGIA #62.
1,1,2026-08-29 23:16:30,servicio_web,192.168.238.54,BAJA,FALLIDO,Autenticación bloqueada por política de seguridad. Registro masivo VIGIA #63.
1,2,2026-08-30 09:33:01,desconocido,192.168.122.219,MEDIA,EXITOSO,Conexión de red registrada por el sistema. Registro masivo VIGIA #64.
1,4,2026-09-09 07:24:48,desconocido,192.168.219.205,CRITICA,BLOQUEADO,Amenaza crítica detectada por el sistema. Registro masivo VIGIA #65.
1,4,2026-09-01 21:46:34,analista01,10.0.44.63,ALTA,BLOQUEADO,Comportamiento crítico detectado durante el monitoreo. Registro masivo VIGIA #66.
1,2,2026-08-20 17:39:41,usuario03,172.16.58.209,MEDIA,EXITOSO,Tráfico de red detectado desde un origen interno. Registro masivo VIGIA #67.
1,4,2026-09-01 18:06:28,usuario01,10.0.240.13,ALTA,BLOQUEADO,Comportamiento crítico detectado durante el monitoreo. Registro masivo VIGIA #68.
1,1,2026-08-19 22:48:41,desconocido,10.0.134.49,ALTA,FALLIDO,Inicio de sesión exitoso. Registro masivo VIGIA #69.
1,4,2026-08-13 10:26:17,servicio_web,172.16.105.118,CRITICA,FALLIDO,Intento de acceso no autorizado detectado. Registro masivo VIGIA #70.
1,4,2026-09-11 05:49:53,servicio_web,10.0.37.190,CRITICA,FALLIDO,Evento crítico detectado en sistema monitoreado. Registro masivo VIGIA #71.
1,2,2026-09-10 17:06:28,usuario01,192.168.56.55,ALTA,EXITOSO,Comunicación detectada entre dispositivos monitoreados. Registro masivo VIGIA #72.
1,1,2026-08-21 21:34:09,sistema,172.16.232.34,MEDIA,FALLIDO,Usuario autenticado correctamente. Registro masivo VIGIA #73.
1,2,2026-09-08 02:43:35,admin,192.168.108.87,MEDIA,EXITOSO,Conexión de red registrada por el sistema. Registro masivo VIGIA #74.
1,4,2026-08-13 19:59:02,servicio_web,10.0.180.83,CRITICA,FALLIDO,Evento crítico detectado en sistema monitoreado. Registro masivo VIGIA #75.
1,2,2026-08-18 12:06:56,servicio_web,192.168.214.48,BAJA,EXITOSO,Tráfico de red detectado desde un origen interno. Registro masivo VIGIA #76.
1,2,2026-09-07 17:39:08,servicio_web,192.168.114.82,BAJA,BLOQUEADO,Comunicación detectada entre dispositivos monitoreados. Registro masivo VIGIA #77.
1,1,2026-09-05 23:07:36,usuario01,192.168.42.127,BAJA,EXITOSO,Intento de autenticación fallida. Registro masivo VIGIA #78.
1,1,2026-08-25 07:48:29,usuario03,172.16.212.251,ALTA,EXITOSO,Autenticación bloqueada por política de seguridad. Registro masivo VIGIA #79.
1,1,2026-08-19 15:00:33,usuario03,10.0.3.185,MEDIA,EXITOSO,Inicio de sesión exitoso. Registro masivo VIGIA #80.
1,2,2026-08-20 23:07:13,usuario03,192.168.37.47,BAJA,EXITOSO,Actividad detectada desde una dirección IP no habitual. Registro masivo VIGIA #81.
1,3,2026-09-10 08:50:54,desconocido,192.168.52.148,MEDIA,EXITOSO,Acceso realizado fuera del horario habitual. Registro masivo VIGIA #82.
1,4,2026-08-30 16:36:05,admin,10.0.130.217,ALTA,BLOQUEADO,Comportamiento crítico detectado durante el monitoreo. Registro masivo VIGIA #83.
1,1,2026-09-07 21:49:48,usuario03,10.0.133.136,MEDIA,FALLIDO,Inicio de sesión exitoso. Registro masivo VIGIA #84.
1,2,2026-08-21 10:07:28,admin,172.16.189.9,MEDIA,EXITOSO,Comunicación detectada entre dispositivos monitoreados. Registro masivo VIGIA #85.
1,3,2026-08-22 01:19:27,sistema,192.168.114.162,MEDIA,BLOQUEADO,Actividad administrativa registrada. Registro masivo VIGIA #86.
1,4,2026-09-07 06:34:07,usuario03,10.0.213.45,CRITICA,BLOQUEADO,Amenaza crítica detectada por el sistema. Registro masivo VIGIA #87.
1,3,2026-09-05 10:43:46,sistema,10.0.164.44,BAJA,EXITOSO,Acceso realizado fuera del horario habitual. Registro masivo VIGIA #88.
1,1,2026-08-19 21:53:04,desconocido,172.16.145.153,ALTA,EXITOSO,Inicio de sesión exitoso. Registro masivo VIGIA #89.
1,1,2026-08-17 21:37:16,usuario03,192.168.39.93,ALTA,BLOQUEADO,Múltiples intentos de autenticación registrados. Registro masivo VIGIA #90.
1,1,2026-09-09 00:17:47,usuario02,192.168.142.4,MEDIA,FALLIDO,Autenticación bloqueada por política de seguridad. Registro masivo VIGIA #91.
1,3,2026-08-20 09:42:50,sistema,10.0.153.44,ALTA,FALLIDO,Actividad detectada en horario no habitual. Registro masivo VIGIA #92.
1,4,2026-08-31 05:46:29,usuario02,10.0.88.212,CRITICA,FALLIDO,Comportamiento crítico detectado durante el monitoreo. Registro masivo VIGIA #93.
1,2,2026-08-17 21:01:25,servicio_web,172.16.92.247,BAJA,FALLIDO,Actividad de red registrada para análisis. Registro masivo VIGIA #94.
1,2,2026-09-02 09:53:39,usuario01,10.0.247.212,MEDIA,BLOQUEADO,Tráfico de red detectado desde un origen interno. Registro masivo VIGIA #95.
1,2,2026-09-06 23:49:23,usuario01,192.168.167.57,BAJA,EXITOSO,Tráfico de red detectado desde un origen interno. Registro masivo VIGIA #96.
1,1,2026-09-07 04:54:59,sistema,172.16.150.121,BAJA,FALLIDO,Intento reiterado de inicio de sesión. Registro masivo VIGIA #97.
1,4,2026-08-16 12:08:55,admin,192.168.99.77,CRITICA,FALLIDO,Actividad de alta gravedad registrada. Registro masivo VIGIA #98.
1,1,2026-08-26 01:10:09,usuario03,192.168.81.104,MEDIA,EXITOSO,Usuario autenticado correctamente. Registro masivo VIGIA #99.
1,2,2026-09-05 11:59:32,usuario03,172.16.41.143,MEDIA,EXITOSO,Comunicación detectada entre dispositivos monitoreados. Registro masivo VIGIA #100.
1,3,2026-08-27 22:34:01,analista01,10.0.131.206,ALTA,BLOQUEADO,Intento de acceso a recurso restringido. Registro masivo VIGIA #101.
1,4,2026-08-30 00:37:31,desconocido,10.0.11.213,ALTA,FALLIDO,Actividad potencialmente comprometida. Registro masivo VIGIA #102.
1,4,2026-08-21 08:27:08,admin,192.168.103.165,CRITICA,FALLIDO,Evento de seguridad que requiere atención prioritaria. Registro masivo VIGIA #103.
1,1,2026-08-30 09:06:59,analista01,192.168.74.160,BAJA,FALLIDO,Autenticación bloqueada por política de seguridad. Registro masivo VIGIA #104.
1,3,2026-09-04 10:28:31,admin,172.16.240.86,CRITICA,EXITOSO,Acceso bloqueado por política de seguridad. Registro masivo VIGIA #105.
1,2,2026-09-03 22:05:53,usuario03,10.0.183.178,BAJA,EXITOSO,Actividad detectada desde una dirección IP no habitual. Registro masivo VIGIA #106.
1,2,2026-08-25 10:01:47,desconocido,10.0.145.129,MEDIA,EXITOSO,Tráfico de red detectado desde un origen interno. Registro masivo VIGIA #107.
1,2,2026-08-15 10:51:40,sistema,172.16.206.61,BAJA,EXITOSO,Actividad detectada desde una dirección IP no habitual. Registro masivo VIGIA #108.
1,3,2026-09-05 09:41:58,servicio_web,172.16.203.140,ALTA,EXITOSO,Actividad administrativa registrada. Registro masivo VIGIA #109.
1,4,2026-08-19 04:23:19,admin,10.0.239.113,ALTA,BLOQUEADO,Evento de seguridad que requiere atención prioritaria. Registro masivo VIGIA #110.
1,4,2026-08-15 22:58:35,analista01,10.0.16.153,CRITICA,BLOQUEADO,Amenaza crítica detectada por el sistema. Registro masivo VIGIA #111.
1,4,2026-08-27 15:42:24,analista01,192.168.129.158,CRITICA,FALLIDO,Evento crítico detectado en sistema monitoreado. Registro masivo VIGIA #112.
1,1,2026-08-24 00:35:53,desconocido,172.16.98.143,ALTA,EXITOSO,Intento reiterado de inicio de sesión. Registro masivo VIGIA #113.
1,2,2026-08-15 13:01:02,usuario01,172.16.130.136,MEDIA,FALLIDO,Actividad detectada desde una dirección IP no habitual. Registro masivo VIGIA #114.
1,1,2026-08-14 21:04:52,desconocido,10.0.168.98,MEDIA,FALLIDO,Múltiples intentos de autenticación registrados. Registro masivo VIGIA #115.
1,1,2026-09-11 14:42:45,admin,172.16.32.107,MEDIA,EXITOSO,Autenticación bloqueada por política de seguridad. Registro masivo VIGIA #116.
1,4,2026-08-14 22:19:56,servicio_web,192.168.188.208,ALTA,FALLIDO,Actividad de alta gravedad registrada. Registro masivo VIGIA #117.
1,1,2026-09-05 09:13:41,sistema,192.168.235.245,MEDIA,FALLIDO,Intento reiterado de inicio de sesión. Registro masivo VIGIA #118.
1,2,2026-09-03 11:19:20,servicio_web,192.168.152.226,BAJA,EXITOSO,Actividad detectada desde una dirección IP no habitual. Registro masivo VIGIA #119.
1,4,2026-08-28 04:38:10,usuario02,10.0.53.33,CRITICA,FALLIDO,Evento crítico detectado en sistema monitoreado. Registro masivo VIGIA #120.
1,2,2026-09-10 12:13:31,analista01,10.0.190.34,BAJA,EXITOSO,Comunicación detectada entre dispositivos monitoreados. Registro masivo VIGIA #121.
1,4,2026-08-18 07:54:32,sistema,192.168.140.216,CRITICA,FALLIDO,Evento crítico detectado en sistema monitoreado. Registro masivo VIGIA #122.
1,3,2026-09-08 06:52:01,usuario03,172.16.231.229,CRITICA,BLOQUEADO,Actividad administrativa registrada. Registro masivo VIGIA #123.
1,1,2026-08-28 13:17:14,analista01,172.16.137.46,MEDIA,EXITOSO,Usuario autenticado correctamente. Registro masivo VIGIA #124.
1,1,2026-08-28 16:07:29,desconocido,172.16.8.254,BAJA,EXITOSO,Múltiples intentos de autenticación registrados. Registro masivo VIGIA #125.
1,4,2026-08-26 09:49:20,usuario02,172.16.238.227,MEDIA,FALLIDO,Actividad de alta gravedad registrada. Registro masivo VIGIA #126.
1,4,2026-08-30 16:23:40,usuario02,192.168.11.27,CRITICA,BLOQUEADO,Evento de seguridad que requiere atención prioritaria. Registro masivo VIGIA #127.
1,1,2026-09-09 08:28:20,admin,192.168.23.202,ALTA,EXITOSO,Inicio de sesión exitoso. Registro masivo VIGIA #128.
1,4,2026-09-02 17:49:46,usuario02,172.16.27.85,ALTA,BLOQUEADO,Amenaza crítica detectada por el sistema. Registro masivo VIGIA #129.
1,4,2026-08-19 19:31:53,usuario01,10.0.110.108,ALTA,FALLIDO,Evento crítico detectado en sistema monitoreado. Registro masivo VIGIA #130.
1,3,2026-08-14 20:54:12,usuario02,10.0.242.232,CRITICA,EXITOSO,Usuario accede a recurso protegido. Registro masivo VIGIA #131.
1,3,2026-09-04 22:48:20,usuario02,172.16.103.254,CRITICA,EXITOSO,Acceso realizado fuera del horario habitual. Registro masivo VIGIA #132.
1,1,2026-09-10 05:57:00,admin,10.0.189.119,ALTA,EXITOSO,Intento de autenticación fallida. Registro masivo VIGIA #133.
1,1,2026-08-16 18:27:43,desconocido,172.16.148.146,BAJA,EXITOSO,Intento de autenticación fallida. Registro masivo VIGIA #134.
1,1,2026-09-08 09:07:49,sistema,172.16.183.5,CRITICA,FALLIDO,Intento de autenticación fallida. Registro masivo VIGIA #135.
1,3,2026-09-06 10:43:30,servicio_web,192.168.235.240,ALTA,FALLIDO,Actividad administrativa registrada. Registro masivo VIGIA #136.
1,3,2026-09-05 21:03:16,servicio_web,10.0.155.187,BAJA,EXITOSO,Acceso autorizado a recurso del sistema. Registro masivo VIGIA #137.
1,2,2026-09-08 15:15:15,analista01,192.168.9.120,BAJA,FALLIDO,Conexión de red registrada por el sistema. Registro masivo VIGIA #138.
1,3,2026-08-15 07:30:22,sistema,10.0.20.210,MEDIA,BLOQUEADO,Actividad administrativa registrada. Registro masivo VIGIA #139.
1,3,2026-08-21 18:18:16,usuario02,192.168.87.144,MEDIA,EXITOSO,Acceso realizado fuera del horario habitual. Registro masivo VIGIA #140.
1,2,2026-08-23 03:08:38,usuario02,172.16.189.209,ALTA,FALLIDO,Comunicación detectada entre dispositivos monitoreados. Registro masivo VIGIA #141.
1,3,2026-09-02 17:02:43,admin,172.16.136.78,BAJA,BLOQUEADO,Actividad administrativa registrada. Registro masivo VIGIA #142.
1,4,2026-08-17 16:15:43,desconocido,10.0.221.147,MEDIA,FALLIDO,Intento de acceso no autorizado detectado. Registro masivo VIGIA #143.
1,1,2026-08-29 19:12:50,usuario01,10.0.221.213,CRITICA,FALLIDO,Intento de acceso con credenciales incorrectas. Registro masivo VIGIA #144.
1,1,2026-08-28 13:23:10,sistema,192.168.107.178,MEDIA,EXITOSO,Intento reiterado de inicio de sesión. Registro masivo VIGIA #145.
1,1,2026-09-07 15:51:20,usuario02,192.168.161.102,MEDIA,EXITOSO,Autenticación bloqueada por política de seguridad. Registro masivo VIGIA #146.
1,2,2026-08-16 18:24:37,admin,192.168.252.79,BAJA,EXITOSO,Actividad inusual registrada desde una dirección IP. Registro masivo VIGIA #147.
1,4,2026-08-21 08:14:33,servicio_web,10.0.21.3,CRITICA,BLOQUEADO,Evento crítico detectado en sistema monitoreado. Registro masivo VIGIA #148.
1,1,2026-08-17 09:01:38,admin,192.168.7.90,MEDIA,FALLIDO,Usuario autenticado correctamente. Registro masivo VIGIA #149.
1,4,2026-09-09 09:50:46,servicio_web,192.168.104.95,CRITICA,BLOQUEADO,Actividad de alta gravedad registrada. Registro masivo VIGIA #150.
1,1,2026-08-23 15:52:08,usuario02,192.168.37.180,MEDIA,FALLIDO,Autenticación bloqueada por política de seguridad. Registro masivo VIGIA #151.
1,2,2026-09-03 02:16:35,desconocido,10.0.141.248,MEDIA,EXITOSO,Actividad de red registrada para análisis. Registro masivo VIGIA #152.
1,4,2026-08-20 21:23:01,sistema,192.168.121.123,CRITICA,BLOQUEADO,Actividad de alta gravedad registrada. Registro masivo VIGIA #153.
1,3,2026-09-04 15:06:07,usuario02,10.0.243.47,MEDIA,EXITOSO,Actividad administrativa registrada. Registro masivo VIGIA #154.
1,3,2026-09-09 12:04:08,usuario03,192.168.67.154,ALTA,BLOQUEADO,Actividad administrativa registrada. Registro masivo VIGIA #155.
1,2,2026-09-01 04:20:12,servicio_web,172.16.140.185,MEDIA,EXITOSO,Actividad de red registrada para análisis. Registro masivo VIGIA #156.
1,3,2026-09-04 12:55:14,admin,172.16.136.167,MEDIA,EXITOSO,Acceso autorizado a recurso del sistema. Registro masivo VIGIA #157.
1,3,2026-08-15 19:24:17,analista01,10.0.178.204,MEDIA,EXITOSO,Actividad administrativa registrada. Registro masivo VIGIA #158.
1,1,2026-09-10 06:42:21,usuario03,192.168.94.221,MEDIA,FALLIDO,Intento de autenticación fallida. Registro masivo VIGIA #159.
1,3,2026-08-13 18:36:26,admin,10.0.238.42,ALTA,EXITOSO,Usuario accede a recurso protegido. Registro masivo VIGIA #160.
1,3,2026-09-04 07:44:25,desconocido,172.16.18.128,MEDIA,FALLIDO,Acceso bloqueado por política de seguridad. Registro masivo VIGIA #161.
1,1,2026-08-29 04:57:10,admin,192.168.185.146,MEDIA,BLOQUEADO,Múltiples intentos de autenticación registrados. Registro masivo VIGIA #162.
1,1,2026-08-30 04:14:56,desconocido,10.0.58.2,ALTA,FALLIDO,Usuario autenticado correctamente. Registro masivo VIGIA #163.
1,2,2026-08-14 02:21:06,servicio_web,172.16.179.5,ALTA,EXITOSO,Actividad de red registrada para análisis. Registro masivo VIGIA #164.
1,1,2026-08-14 01:02:49,desconocido,10.0.152.146,BAJA,EXITOSO,Intento de autenticación fallida. Registro masivo VIGIA #165.
1,4,2026-08-14 13:13:40,admin,192.168.214.89,CRITICA,BLOQUEADO,Actividad de alta gravedad registrada. Registro masivo VIGIA #166.
1,3,2026-09-05 01:30:45,desconocido,172.16.148.96,ALTA,EXITOSO,Actividad administrativa registrada. Registro masivo VIGIA #167.
1,2,2026-08-30 10:24:25,sistema,172.16.9.180,MEDIA,EXITOSO,Conexión de red registrada por el sistema. Registro masivo VIGIA #168.
1,1,2026-08-20 13:31:03,admin,172.16.91.173,ALTA,EXITOSO,Inicio de sesión exitoso. Registro masivo VIGIA #169.
1,4,2026-08-24 06:34:24,analista01,192.168.96.34,CRITICA,BLOQUEADO,Amenaza crítica detectada por el sistema. Registro masivo VIGIA #170.
1,4,2026-09-06 18:25:59,analista01,172.16.55.74,CRITICA,BLOQUEADO,Actividad potencialmente comprometida. Registro masivo VIGIA #171.
1,3,2026-08-28 23:23:06,servicio_web,10.0.145.97,ALTA,FALLIDO,Acceso bloqueado por política de seguridad. Registro masivo VIGIA #172.
1,2,2026-08-16 16:04:54,usuario02,172.16.116.66,BAJA,EXITOSO,Comunicación detectada entre dispositivos monitoreados. Registro masivo VIGIA #173.
1,2,2026-08-30 09:07:15,desconocido,172.16.102.50,MEDIA,BLOQUEADO,Comunicación detectada entre dispositivos monitoreados. Registro masivo VIGIA #174.
1,1,2026-08-27 12:00:56,desconocido,192.168.46.244,MEDIA,FALLIDO,Intento de autenticación fallida. Registro masivo VIGIA #175.
1,4,2026-08-14 01:10:26,usuario02,192.168.152.3,CRITICA,BLOQUEADO,Evento de seguridad que requiere atención prioritaria. Registro masivo VIGIA #176.
1,4,2026-09-03 15:00:51,usuario01,192.168.168.135,CRITICA,FALLIDO,Amenaza crítica detectada por el sistema. Registro masivo VIGIA #177.
1,3,2026-09-04 19:17:34,usuario03,172.16.178.104,ALTA,FALLIDO,Acceso realizado fuera del horario habitual. Registro masivo VIGIA #178.
1,1,2026-09-06 13:28:35,servicio_web,10.0.144.152,MEDIA,EXITOSO,Usuario autenticado correctamente. Registro masivo VIGIA #179.
1,1,2026-09-09 16:09:25,analista01,10.0.104.48,MEDIA,FALLIDO,Autenticación bloqueada por política de seguridad. Registro masivo VIGIA #180.
1,4,2026-08-21 16:49:08,usuario03,172.16.36.7,CRITICA,BLOQUEADO,Actividad de alta gravedad registrada. Registro masivo VIGIA #181.
1,1,2026-08-18 22:40:05,usuario02,10.0.168.114,ALTA,FALLIDO,Autenticación bloqueada por política de seguridad. Registro masivo VIGIA #182.
1,1,2026-09-07 21:16:19,servicio_web,192.168.214.59,BAJA,FALLIDO,Intento de acceso con credenciales incorrectas. Registro masivo VIGIA #183.
1,2,2026-08-18 10:04:18,sistema,192.168.148.238,MEDIA,EXITOSO,Tráfico de red detectado desde un origen interno. Registro masivo VIGIA #184.
1,3,2026-08-31 06:31:12,usuario01,192.168.1.68,ALTA,BLOQUEADO,Actividad detectada en horario no habitual. Registro masivo VIGIA #185.
1,3,2026-08-21 13:05:59,servicio_web,172.16.80.202,MEDIA,EXITOSO,Usuario accede a recurso protegido. Registro masivo VIGIA #186.
1,1,2026-08-15 10:41:26,usuario01,10.0.83.4,MEDIA,BLOQUEADO,Inicio de sesión exitoso. Registro masivo VIGIA #187.
